2020-12-28 15:44:50.391 [main] INFO  com.gmcc.yzcardmessage.YzcardmessageApplication - Started YzcardmessageApplication in 3.706 seconds (JVM running for 5.79)
2020-12-28 15:44:50.437 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariCP - Starting...
2020-12-28 15:44:51.590 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariCP - Start completed.
2020-12-28 15:44:51.674 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:45:01.674 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:45:11.676 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:45:21.676 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:45:30.060 [scheduling-1] INFO  com.gmcc.yzcardmessage.service.impl.DeleteTradeTask - 开始执行定时任务:
2020-12-28 15:45:30.061 [scheduling-1] INFO  com.gmcc.yzcardmessage.service.impl.DeleteTradeTask - 开始执行删除6天数据的定时任务
2020-12-28 15:45:30.268 [scheduling-1] INFO  com.gmcc.yzcardmessage.service.impl.DeleteTradeTask - 定时任务执行完成
2020-12-28 15:45:31.678 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:45:41.679 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:45:51.679 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
